Date,Ticker,Type,Quantity,Price per share,Total Amount,Currency,FX Rate
2021-02-26T20:32:34.170513Z,GME,BUY - MARKET,1,$109.87,$109.87,USD,1.21
2021-03-01T05:30:45.936419Z,,CUSTODY FEE,,,-$0.07,USD,1.21
2021-03-02T00:40:35.049858Z,,CASH TOP-UP,,,$200,USD,1.21
2021-03-02T05:28:49.101669Z,V,DIVIDEND,,,$0.43,USD,1.21
2021-03-02T14:32:04.624363Z,RKT,BUY - MARKET,7,$27.89,$195.23,USD,1.21
2021-03-02T14:42:48.491162Z,RKT,SELL - MARKET,7,$28.60,$200.20,USD,1.21
2021-03-02T18:14:14.375498Z,RKT,BUY - MARKET,5,$34.46,$172.28,USD,1.21
2021-03-03T14:34:14.621741Z,RKT,SELL - STOP,5,$36.86,$184.29,USD,1.21
2021-03-03T14:52:21.257121Z,FVRR,SELL - MARKET,0.1,$260,$25.99,USD,1.21
2021-03-03T14:52:39.386274Z,MSFT,BUY - MARKET,1,$231.46,$231.46,USD,1.21
2021-03-03T17:18:58.845937Z,TIGR,SELL - MARKET,3,$21.93,$65.78,USD,1.21
2021-03-03T17:19:54.203573Z,BKNG,BUY - MARKET,0.03,"$2,307.33",$69.22,USD,1.21
2021-03-03T18:02:03.541146Z,PLUG,SELL - MARKET,2,$46.58,$93.15,USD,1.21
2021-03-03T18:03:10.228918Z,GOOGL,BUY - MARKET,0.05,"$2,029",$101.45,USD,1.21
2021-03-03T18:03:52.782584Z,TSLA,SELL - MARKET,0.1,$677.50,$67.74,USD,1.21
2021-03-03T18:04:24.221457Z,NIO,SELL - MARKET,1,$42.80,$42.79,USD,1.21
2021-03-03T18:04:46.239964Z,SPWR,SELL - MARKET,2,$33.59,$67.17,USD,1.21
2021-03-03T18:05:12.159830Z,REGI,SELL - MARKET,0.5,$78.14,$39.06,USD,1.21
2021-03-03T18:05:33.014858Z,ENPH,SELL - MARKET,0.5,$165.12,$82.55,USD,1.21
2021-03-03T18:06:19.626338Z,AMZN,BUY - MARKET,0.05,"$3,034.80",$151.74,USD,1.21
2021-03-03T18:06:55.104131Z,META,BUY - MARKET,0.5,$256.38,$128.19,USD,1.21
2021-03-04T15:28:28.932837Z,GME,SELL - MARKET,1,$119.58,$119.57,USD,1.21
2021-03-04T15:30:14.815195Z,NVDA,SELL - MARKET,0.1,$503.30,$50.32,USD,1.21
2021-03-04T15:42:51.273911Z,DIS,BUY - MARKET,1,$189.23,$189.23,USD,1.21
2021-03-05T15:06:20.149269Z,SHOP,SELL - MARKET,0.06,"$1,108.33",$66.49,USD,1.2
2021-03-05T15:06:49.320333Z,PYPL,BUY - MARKET,0.3,$233.37,$70.01,USD,1.2
2021-03-05T15:28:43.550386Z,PYPL,SELL - MARKET,0.7,$228.99,$160.28,USD,1.2
2021-03-05T15:29:40.377219Z,MRO,BUY - MARKET,4,$12.78,$51.12,USD,1.2
2021-03-05T15:30:02.882352Z,XOM,BUY - MARKET,1,$59.87,$59.87,USD,1.2
2021-03-05T15:30:23.513062Z,CVX,BUY - MARKET,0.5,$107.56,$53.78,USD,1.2
2021-03-05T15:33:10.178728Z,SQ,SELL - MARKET,0.2,$200,$39.99,USD,1.2
2021-03-05T15:34:17.514203Z,JD,SELL - MARKET,1,$87.75,$87.74,USD,1.2
2021-03-05T15:34:59.048081Z,FVRR,SELL - MARKET,0.1,$203.20,$20.31,USD,1.2
2021-03-05T15:37:09.600229Z,FVRR,SELL - MARKET,0.3,$205.57,$61.66,USD,1.2
2021-03-05T15:37:26.944618Z,NIO,SELL - MARKET,2,$34.12,$68.24,USD,1.2
2021-03-05T15:37:43.603644Z,TIGR,SELL - MARKET,2,$18.23,$36.45,USD,1.2
2021-03-05T15:38:04.704214Z,ENPH,SELL - MARKET,0.5,$135.08,$67.53,USD,1.2
2021-03-05T15:38:18.705796Z,XPEV,SELL - MARKET,2,$26.35,$52.69,USD,1.2
2021-03-05T15:38:35.693103Z,SPWR,SELL - MARKET,2,$28.68,$57.35,USD,1.2
2021-03-05T15:39:05.026549Z,REGI,SELL - MARKET,1,$69.23,$69.22,USD,1.2
2021-03-05T15:39:21.088409Z,BILI,SELL - MARKET,0.5,$114.58,$57.28,USD,1.2
2021-03-05T15:39:39.386377Z,ROKU,SELL - MARKET,0.1,$335.30,$33.52,USD,1.2
2021-03-05T15:40:16.003344Z,PLUG,SELL - MARKET,1,$34.89,$34.88,USD,1.2
2021-03-05T15:40:28.337202Z,SQ,SELL - MARKET,0.4,$200.78,$80.30,USD,1.2
2021-03-05T15:40:47.908568Z,TEAM,SELL - MARKET,0.5,$223.68,$111.83,USD,1.2
2021-03-05T15:41:05.036911Z,TME,SELL - MARKET,0.5,$24,$11.99,USD,1.2
2021-03-05T15:41:44.729837Z,TSLA,SELL - MARKET,0.2,$572.40,$114.47,USD,1.2
2021-03-05T15:42:18.970586Z,BKNG,BUY - MARKET,0.02,"$2,228",$44.56,USD,1.2
2021-03-05T17:45:39.150732Z,PYPL,SELL - LIMIT,1,$237,$236.99,USD,1.2
2021-03-05T17:49:58.735320Z,PYPL,BUY - MARKET,1,$236.63,$236.63,USD,1.2
2021-03-08T18:57:27.581007Z,GME,SELL - STOP,2,$173.29,$346.57,USD,1.19
2021-03-11T14:48:38.228948Z,AAPL,BUY - MARKET,1,$122.03,$122.03,USD,1.2
2021-03-11T14:50:28.636126Z,MSFT,BUY - MARKET,1,$235.54,$235.54,USD,1.2
2021-03-11T14:51:08.386334Z,V,BUY - MARKET,0.2,$224.85,$44.97,USD,1.2
2021-03-11T14:51:29.295756Z,MA,BUY - MARKET,0.1,$384.90,$38.49,USD,1.2
2021-03-11T14:52:29.628556Z,MA,BUY - MARKET,0.1,$385.20,$38.52,USD,1.2
2021-03-11T14:53:07.591903Z,V,BUY - MARKET,0.2,$225.35,$45.07,USD,1.2
2021-03-11T14:58:09.826359Z,GS,BUY - MARKET,1,$342.70,$342.70,USD,1.2
2021-03-11T14:58:49.904189Z,JPM,BUY - MARKET,2,$155.36,$310.72,USD,1.2
2021-03-11T17:21:58.921110Z,PYPL,BUY - MARKET,0.5,$254.06,$127.03,USD,1.2
2021-03-12T05:30:30.817518Z,MSFT,DIVIDEND,,,$0.71,USD,1.2
2021-03-16T14:50:20.882144Z,XOM,SELL - MARKET,1,$59.03,$59.02,USD,1.2
2021-03-16T14:50:34.483875Z,CVX,SELL - MARKET,0.5,$107.62,$53.80,USD,1.2
2021-03-16T14:50:52.364863Z,MRO,SELL - MARKET,4,$11.43,$45.71,USD,1.2
2021-03-24T04:22:43.428009Z,BLK,DIVIDEND,,,$1.76,USD,1.19
2021-03-26T19:55:36.899669Z,GS,BUY - MARKET,0.2,$326.80,$65.36,USD,1.18
2021-03-26T19:56:29.992070Z,BABA,BUY - MARKET,0.2,$226.85,$45.37,USD,1.18
2021-04-01T04:30:39.773432Z,NVDA,DIVIDEND,,,$0.05,USD,1.18
2021-04-01T08:16:57.353077Z,,CUSTODY FEE,,,-$0.81,USD,1.18
2021-04-05T04:52:20.268593Z,KO,DIVIDEND,,,$1.43,USD,1.18
2021-04-15T17:15:30.056482Z,,CASH TOP-UP,,,$100,USD,1.2
2021-04-15T17:15:54.689439Z,COIN,BUY - MARKET,0.3,$334.77,$100.43,USD,1.2
2021-04-19T09:36:06.350302Z,,CASH TOP-UP,,,$100,USD,1.21
2021-04-19T15:23:57.847307Z,COIN,BUY - MARKET,0.3,$331.70,$99.51,USD,1.21
2021-04-19T15:27:05.494967Z,JD,BUY - MARKET,0.5,$76.80,$38.40,USD,1.21
2021-04-20T10:08:05.531365Z,,CASH TOP-UP,,,$100,USD,1.21
2021-04-26T18:26:23.888884Z,COIN,BUY - MARKET,0.1,$300.50,$30.05,USD,1.21
2021-04-29T16:37:11.868448Z,COIN,BUY - MARKET,0.1,$293.80,$29.38,USD,1.22
2021-05-01T02:23:41.006605Z,,CUSTODY FEE,,,-$0.90,USD,1.22
2021-05-03T04:51:30.133734Z,JPM,DIVIDEND,,,$1.53,USD,1.21
2021-05-03T18:03:17.948830Z,,CASH TOP-UP,,,$100,USD,1.21
2021-05-03T18:03:35.407791Z,COIN,BUY - MARKET,0.2,$296.90,$59.38,USD,1.21
2021-05-03T18:05:11.717180Z,AMD,BUY - MARKET,1,$78.84,$78.84,USD,1.21
2021-05-04T14:49:15.126234Z,,CASH TOP-UP,,,$100,USD,1.21
2021-05-04T14:49:47.980906Z,COIN,BUY - MARKET,0.2,$281.80,$56.36,USD,1.21
2021-05-04T16:08:58.601028Z,COIN,BUY - MARKET,0.2,$277.65,$55.53,USD,1.21
2021-05-06T16:30:56.184079Z,,CASH TOP-UP,,,$100,USD,1.21
2021-05-06T16:31:14.278489Z,COIN,BUY - MARKET,0.2,$257.90,$51.58,USD,1.21
2021-05-10T04:25:36.491194Z,MA,DIVIDEND,,,$0.48,USD,1.22
2021-05-10T14:36:04.000830Z,,CASH TOP-UP,,,$300,USD,1.22
2021-05-10T14:37:33.666462Z,NFLX,BUY - MARKET,0.18321764,$495.64,$90.81,USD,1.22
2021-05-10T14:38:13.582959Z,PYPL,BUY - MARKET,0.4,$245.35,$98.14,USD,1.22
2021-05-10T14:38:40.195070Z,BABA,BUY - MARKET,0.2,$220.30,$44.06,USD,1.22
2021-05-10T14:40:25.771307Z,AMZN,BUY - MARKET,0.03,"$3,233.33",$97,USD,1.22
2021-05-14T04:29:15.311861Z,AAPL,DIVIDEND,,,$1.50,USD,1.21
2021-05-17T14:02:06.448643Z,,CASH TOP-UP,,,$100,USD,1.22
2021-05-17T14:02:25.423091Z,COIN,BUY - MARKET,0.2,$239.75,$47.95,USD,1.22
2021-05-19T13:36:56.082569Z,COIN,BUY - MARKET,0.2,$215.30,$43.06,USD,1.23
2021-06-01T04:07:41.637047Z,,CUSTODY FEE,,,-$0.96,USD,1.23
2021-06-01T13:51:34.783665Z,,CASH TOP-UP,,,$100,USD,1.23
2021-06-01T13:51:54.177846Z,AMC,BUY - MARKET,3,$31.11,$93.33,USD,1.23
2021-06-02T04:51:24.691724Z,V,DIVIDEND,,,$0.59,USD,1.23
2021-06-02T16:21:22.375867Z,AMC,SELL - MARKET,1,$52.06,$52.05,USD,1.23
2021-06-02T17:17:10.651462Z,AMC,SELL - MARKET,1,$68.05,$68.04,USD,1.23
2021-06-02T17:17:32.086477Z,AMC,SELL - MARKET,1,$68.32,$68.31,USD,1.23
2021-06-09T13:38:12.534567Z,TSM,BUY - MARKET,0.5,$116.82,$58.41,USD,1.23
2021-06-09T14:04:29.307820Z,COIN,BUY - MARKET,0.2,$219.60,$43.92,USD,1.23
2021-06-11T04:35:38.864109Z,MSFT,DIVIDEND,,,$1.90,USD,1.22
2021-06-24T04:30:25.742275Z,BLK,DIVIDEND,,,$1.76,USD,1.2
2021-06-24T14:05:29.775075Z,JPM,BUY - MARKET,0.5,$151.56,$75.78,USD,1.2
2021-06-24T14:06:35.851275Z,,CASH TOP-UP,,,$100,USD,1.2
2021-06-24T14:06:41.311770Z,GS,BUY - MARKET,0.2,$363.50,$72.70,USD,1.2
2021-06-24T14:07:07.665551Z,,CASH TOP-UP,,,$50,USD,1.2
2021-06-24T14:07:12.330773Z,BLK,BUY - MARKET,0.1,$865.60,$86.56,USD,1.2
2021-06-30T04:57:09.123261Z,GS,DIVIDEND,,,$1.27,USD,1.2
2021-07-01T03:11:50.561936Z,,CUSTODY FEE,,,-$1.05,USD,1.19
2021-07-02T04:44:23.449693Z,NVDA,DIVIDEND,,,$0.05,USD,1.19
2021-07-02T04:47:05.753610Z,KO,DIVIDEND,,,$1.43,USD,1.19
2021-07-14T11:48:34.027376Z,,CASH TOP-UP,,,$200,USD,1.19
2021-07-16T04:25:50.868632Z,TSM,DIVIDEND,,,$0.17,USD,1.19
2021-07-19T16:00:38.922970Z,TSM,BUY - MARKET,0.5,$114.48,$57.24,USD,1.19
2021-07-19T16:01:48.635466Z,,CASH TOP-UP,,,$100,USD,1.19
2021-07-19T16:02:35.025184Z,KO,BUY - MARKET,2,$55.28,$110.56,USD,1.19
2021-07-19T16:03:12.189688Z,BKNG,BUY - MARKET,0.05,"$2,114.80",$105.74,USD,1.19
2021-07-19T16:03:22.583529Z,,CASH TOP-UP,,,$200,USD,1.19
2021-07-19T16:03:56.202388Z,AMD,BUY - MARKET,1,$86.48,$86.48,USD,1.19
2021-07-19T16:05:36.255033Z,NVDA,BUY - MARKET,0.1,$749,$74.90,USD,1.19
2021-07-19T16:07:38.579554Z,JPM,BUY - MARKET,0.5,$146.72,$73.36,USD,1.19
2021-07-19T16:08:58.049233Z,JD,BUY - MARKET,0.5,$73.70,$36.85,USD,1.19
2021-07-20T10:35:47.310429Z,NVDA,STOCK SPLIT,1.5,,$0,USD,1.18
2021-07-20T13:43:05.486295Z,,CASH TOP-UP,,,$100,USD,1.18
2021-07-20T13:43:32.609466Z,COIN,BUY - MARKET,0.3,$215.53,$64.66,USD,1.18
2021-07-20T15:25:03.933668Z,,CASH TOP-UP,,,$100,USD,1.18
2021-07-20T15:25:25.390794Z,AMD,BUY - MARKET,1,$86.70,$86.70,USD,1.18
2021-07-20T15:28:21.504677Z,,CASH TOP-UP,,,$100,USD,1.18
2021-07-20T15:28:31.469907Z,TSM,BUY - MARKET,1,$116.32,$116.32,USD,1.18
2021-07-20T15:29:45.015371Z,,CASH TOP-UP,,,$100,USD,1.18
2021-07-20T15:30:01.858599Z,AMZN,BUY - MARKET,0.02,"$3,561",$71.22,USD,1.18
2021-07-20T15:31:05.217240Z,,CASH TOP-UP,,,$300,USD,1.18
2021-07-20T15:31:20.371781Z,META,BUY - MARKET,0.5,$340.42,$170.21,USD,1.18
2021-07-20T15:32:08.271702Z,PYPL,BUY - MARKET,0.1,$296.70,$29.67,USD,1.18
2021-07-20T15:33:15.315010Z,BABA,BUY - MARKET,0.6,$209.52,$125.71,USD,1.18
2021-07-20T15:34:27.845274Z,,CASH TOP-UP,,,$100,USD,1.18
2021-07-20T15:34:41.154545Z,DIS,BUY - MARKET,0.5,$175.40,$87.70,USD,1.18
2021-07-27T13:52:19.741165Z,,CASH TOP-UP,,,$100,USD,1.19
2021-07-27T13:54:57.547138Z,EDU,BUY - MARKET,50,$2.12,$106.25,USD,1.19
2021-07-27T14:00:32.670475Z,EDU,SELL - MARKET,50,$2.07,$103.49,USD,1.19
2021-07-27T14:05:29.330580Z,BABA,BUY - MARKET,0.2,$183.85,$36.77,USD,1.19
2021-07-27T14:05:54.151997Z,JD,BUY - MARKET,1,$63.30,$63.30,USD,1.19
2021-07-27T14:08:20.956894Z,TSM,BUY - MARKET,0.3,$113.47,$34.04,USD,1.19
2021-07-27T14:14:47.722584Z,JD,SELL - MARKET,3,$62.86,$188.57,USD,1.19
2021-07-27T14:15:17.841353Z,BABA,SELL - MARKET,1.7,$183.34,$311.67,USD,1.19
2021-07-28T15:05:28.483157Z,AMZN,BUY - MARKET,0.05,"$3,648.40",$182.42,USD,1.19
2021-07-28T15:07:07.385779Z,BLK,BUY - MARKET,0.1,$858.20,$85.82,USD,1.19
2021-07-29T13:51:06.563949Z,DIDIY,BUY - MARKET,5,$10,$50,USD,1.19
2021-07-30T13:41:05.241176Z,AMZN,BUY - MARKET,0.05,"$3,325",$166.25,USD,1.19
2021-07-30T13:42:33.679958Z,,CASH TOP-UP,,,$100,USD,1.19
2021-07-30T13:44:51.343987Z,PYPL,BUY - MARKET,0.25,$278.16,$69.54,USD,1.19
2021-08-01T06:49:12.681731Z,,CUSTODY FEE,,,-$1.21,USD,1.2
2021-08-03T04:30:52.376841Z,JPM,DIVIDEND,,,$1.91,USD,1.19
2021-08-10T05:00:59.318466Z,MA,DIVIDEND,,,$0.48,USD,1.18
2021-08-13T04:58:47.770519Z,AAPL,DIVIDEND,,,$1.50,USD,1.18
2021-08-30T15:02:27.522072Z,,CASH TOP-UP,,,$300,USD,1.19
2021-08-30T15:03:35.204344Z,V,BUY - MARKET,0.3,$231.07,$69.32,USD,1.19
2021-08-30T15:04:39.167240Z,MA,BUY - MARKET,0.2,$354,$70.80,USD,1.19
2021-08-30T15:05:20.758644Z,BABA,BUY - MARKET,0.15,$160.47,$24.07,USD,1.19
2021-08-30T15:06:00.302283Z,DIDIY,BUY - MARKET,3,$8.04,$24.12,USD,1.19
2021-09-01T04:09:07.742686Z,,CUSTODY FEE,,,-$1.29,USD,1.19
2021-09-02T04:47:51.855281Z,V,DIVIDEND,,,$0.59,USD,1.19
2021-09-02T14:06:26.327494Z,V,BUY - MARKET,0.2,$226.15,$45.23,USD,1.19
2021-09-02T14:06:50.693452Z,MA,BUY - MARKET,0.1,$344.60,$34.46,USD,1.19
2021-09-10T04:41:47.363133Z,MSFT,DIVIDEND,,,$1.90,USD,1.19
2021-09-22T14:04:07.511117Z,DIS,BUY - MARKET,0.3,$173.77,$52.13,USD,1.18
2021-09-22T14:04:51.385185Z,DIDIY,BUY - MARKET,2,$7.89,$15.78,USD,1.18
2021-09-22T14:06:35.597595Z,,CASH TOP-UP,,,$100,USD,1.18
2021-09-22T14:07:24.244251Z,BLK,BUY - MARKET,0.1,$857.30,$85.73,USD,1.18
2021-09-22T14:08:09.697914Z,META,BUY - MARKET,0.1,$344.70,$34.47,USD,1.18
2021-09-23T05:34:20.435543Z,BLK,DIVIDEND,,,$2.46,USD,1.18
2021-09-24T05:17:45.989782Z,NVDA,DIVIDEND,,,$0.07,USD,1.18
2021-09-28T15:54:00.222349Z,,CASH TOP-UP,,,$200,USD,1.17
2021-09-28T15:54:37.295797Z,GOOGL,BUY - MARKET,0.025,"$2,715.60",$67.89,USD,1.17
2021-09-30T05:12:38.486188Z,GS,DIVIDEND,,,$2.38,USD,1.17
2021-10-02T07:16:01.288148Z,,CUSTODY FEE,,,-$1.25,USD,1.16
2021-10-04T04:47:05.041846Z,KO,DIVIDEND,,,$2.14,USD,1.16
2021-10-05T13:58:58.605409Z,,CASH TOP-UP,,,$100,USD,1.16
2021-10-05T13:59:24.702701Z,AAPL,BUY - MARKET,1,$139.81,$139.81,USD,1.16
2021-10-05T14:00:22.573047Z,META,BUY - MARKET,0.1,$330.60,$33.06,USD,1.16
2021-10-05T14:01:23.481713Z,,CASH TOP-UP,,,$100,USD,1.16
2021-10-05T14:02:12.196053Z,AMZN,BUY - MARKET,0.03,"$3,237",$97.11,USD,1.16
2021-10-05T14:02:48.012643Z,GOOGL,BUY - MARKET,0.025,"$2,702",$67.55,USD,1.16
2021-10-14T15:10:57.093536Z,,CASH TOP-UP,,,$200,USD,1.16
2021-10-14T15:11:38.602475Z,TSM,BUY - MARKET,0.2,$111.75,$22.35,USD,1.16
2021-10-15T09:03:07.182545Z,TSM,DIVIDEND,,,$0.89,USD,1.17
2021-10-26T15:18:10.050345Z,META,BUY - MARKET,0.1,$321.40,$32.14,USD,1.16
2021-10-28T16:48:00.946347Z,PYPL,BUY - MARKET,0.15,$233.13,$34.97,USD,1.17
2021-10-28T16:48:29.447745Z,V,BUY - MARKET,0.1,$212.40,$21.24,USD,1.17
2021-10-28T16:49:13.066721Z,MA,BUY - MARKET,0.1,$331.10,$33.11,USD,1.17
2021-10-29T14:48:40.843681Z,DIS,BUY - MARKET,0.1,$169.50,$16.95,USD,1.16
2021-11-03T08:22:44.886191Z,,CUSTODY FEE,,,-$1.39,USD,1.16
2021-11-08T05:30:56.681548Z,JPM,DIVIDEND,,,$2.55,USD,1.16
2021-11-10T08:07:02.974139Z,MA,DIVIDEND,,,$0.59,USD,1.16
2021-11-15T18:27:02.432766Z,DIS,BUY - MARKET,0.1,$158.40,$15.84,USD,1.14
2021-11-15T18:27:22.891605Z,,CASH TOP-UP,,,$200,USD,1.14
2021-11-15T18:34:05.472811Z,PYPL,BUY - MARKET,0.1,$212.80,$21.28,USD,1.14
2021-11-17T06:33:20.692937Z,AAPL,DIVIDEND,,,$1.68,USD,1.14
2021-11-26T15:30:21.858031Z,BABA,BUY - MARKET,0.15,$132.60,$19.89,USD,1.14
2021-11-26T15:31:48.164626Z,DIS,BUY - MARKET,0.2,$147.75,$29.55,USD,1.14
2021-11-26T15:32:34.240696Z,KO,BUY - MARKET,0.5,$54,$27,USD,1.14
2021-11-26T15:33:12.208321Z,PYPL,BUY - MARKET,0.1,$188.80,$18.88,USD,1.14
2021-11-26T15:33:51.982648Z,MA,BUY - MARKET,0.05,$323.20,$16.16,USD,1.14
2021-11-26T15:34:13.501054Z,V,BUY - MARKET,0.1,$197.50,$19.75,USD,1.14
2021-12-02T12:23:04.129098Z,,CUSTODY FEE,,,-$1.39,USD,1.14
2021-12-02T14:58:02.795863Z,META,BUY - MARKET,0.1,$313,$31.30,USD,1.14
2021-12-02T14:58:47.513826Z,BABA,BUY - MARKET,0.1,$124.50,$12.45,USD,1.14
2021-12-02T14:59:22.932745Z,,CASH TOP-UP,,,$200,USD,1.14
2021-12-02T14:59:41.757716Z,KO,BUY - MARKET,0.5,$52.98,$26.49,USD,1.14
2021-12-02T15:01:25.154573Z,BKNG,BUY - MARKET,0.02,"$2,146",$42.92,USD,1.14
2021-12-09T08:09:36.421768Z,V,DIVIDEND,,,$0.89,USD,1.14
2021-12-10T10:04:11.912512Z,MSFT,DIVIDEND,,,$2.11,USD,1.13
2021-12-16T23:11:40.697695Z,,CASH TOP-UP,,,$200,USD,1.14
2021-12-17T08:06:57.082496Z,KO,DIVIDEND,,,$2.32,USD,1.14
2021-12-20T17:46:40.250296Z,MSFT,BUY - MARKET,0.2,$318.70,$63.74,USD,1.13
2021-12-20T17:47:03.811298Z,GOOGL,BUY - MARKET,0.025,"$2,805.20",$70.13,USD,1.13
2021-12-20T17:47:19.624013Z,AAPL,BUY - MARKET,0.4,$169.10,$67.64,USD,1.13
2021-12-27T05:30:10.954098Z,BLK,DIVIDEND,,,$2.80,USD,1.14
2021-12-27T05:40:34.747088Z,NVDA,DIVIDEND,,,$0.07,USD,1.14
2021-12-30T15:14:12.740871Z,AMZN,BUY - MARKET,0.01,"$3,415",$34.15,USD,1.14
2021-12-30T15:14:55.658345Z,PYPL,BUY - MARKET,0.2,$191.95,$38.39,USD,1.14
2021-12-30T15:17:53.219018Z,DIS,BUY - MARKET,0.3,$156.40,$46.92,USD,1.14
2021-12-31T06:41:27.755633Z,GS,DIVIDEND,,,$2.38,USD,1.14
2022-01-03T14:30:55.122843Z,DIDIY,SELL - MARKET,10,$4.80,$47.99,USD,1.14
2022-01-04T07:07:29.148793Z,,CUSTODY FEE,,,-$1.44,USD,1.13
2022-01-06T16:12:13.621344Z,MSFT,BUY - MARKET,0.2,$317.10,$63.42,USD,1.14
2022-01-06T16:13:03.867467Z,,CASH TOP-UP,,,$200,USD,1.14
2022-01-06T16:13:22.678170Z,GOOGL,BUY - MARKET,0.025,"$2,793.60",$69.84,USD,1.14
2022-01-06T16:14:12.238260Z,AAPL,BUY - MARKET,0.1,$173.90,$17.39,USD,1.14
2022-01-06T16:15:09.286246Z,AMZN,BUY - MARKET,0.01,"$3,282",$32.82,USD,1.14
2022-01-06T16:16:02.301554Z,NFLX,BUY - MARKET,0.1,$557.20,$55.72,USD,1.14
2022-01-06T16:17:15.104384Z,SHOP,BUY - MARKET,0.02,"$1,192",$23.84,USD,1.13
2022-01-12T14:50:06.902345Z,BABA,BUY - MARKET,0.1,$137.40,$13.74,USD,1.15
2022-01-12T18:36:10.274945Z,SHOP,BUY - MARKET,0.02,"$1,170",$23.40,USD,1.15
2022-01-12T18:39:12.943348Z,,CASH TOP-UP,,,$50,USD,1.15
2022-01-12T18:40:01.508202Z,BABA,BUY - MARKET,0.2,$136.85,$27.37,USD,1.15
2022-01-13T19:20:06.869742Z,,CASH TOP-UP,,,$100,USD,1.15
2022-01-13T19:21:50.356792Z,NFLX,BUY - MARKET,0.1,$524,$52.40,USD,1.15
2022-01-13T19:23:18.134766Z,BABA,BUY - MARKET,0.1,$133.40,$13.34,USD,1.15
2022-01-14T16:36:23.846424Z,BLK,BUY - MARKET,0.05,$844.80,$42.24,USD,1.15
2022-01-18T05:30:34.162560Z,TSM,DIVIDEND,,,$0.98,USD,1.14
2022-01-18T14:34:48.690208Z,,CASH TOP-UP,,,$100,USD,1.14
2022-01-18T14:35:13.349541Z,GS,BUY - MARKET,0.1,$350.60,$35.06,USD,1.14
2022-01-18T14:36:29.355828Z,BABA,BUY - MARKET,0.1,$126.20,$12.62,USD,1.14
2022-01-18T14:37:43.715798Z,JPM,BUY - MARKET,0.2,$154.55,$30.91,USD,1.14
2022-01-18T19:09:41.857622Z,JPM,BUY - MARKET,0.1,$151.10,$15.11,USD,1.14
2022-01-18T19:10:16.659271Z,MSFT,BUY - MARKET,0.1,$304.10,$30.41,USD,1.14
2022-01-20T15:34:58.857670Z,,CASH TOP-UP,,,$50,USD,1.14
2022-01-20T15:35:20.143266Z,AMZN,BUY - MARKET,0.01,"$3,152",$31.52,USD,1.14
2022-01-20T15:36:17.770332Z,AAPL,BUY - MARKET,0.1,$169.50,$16.95,USD,1.14
2022-01-21T15:08:55.794976Z,,CASH TOP-UP,,,$200,USD,1.14
2022-01-21T15:09:20.190264Z,NFLX,BUY - MARKET,0.1,$388,$38.80,USD,1.14
2022-01-21T15:10:05.479297Z,AMZN,BUY - MARKET,0.02,"$2,934",$58.68,USD,1.14
2022-01-21T15:10:39.424534Z,COIN,BUY - MARKET,0.1,$192.60,$19.26,USD,1.14
2022-01-21T15:11:02.953646Z,AAPL,BUY - MARKET,0.2,$164,$32.80,USD,1.14
2022-01-21T15:12:02.667236Z,JPM,BUY - MARKET,0.1,$146.20,$14.62,USD,1.14
2022-01-21T15:12:33.707814Z,DIS,BUY - MARKET,0.1,$137.10,$13.71,USD,1.14
2022-01-21T15:13:30.656059Z,,CASH TOP-UP,,,$50,USD,1.14
2022-01-21T15:13:53.115985Z,META,BUY - MARKET,0.1,$312.30,$31.23,USD,1.14
2022-01-21T15:14:35.644113Z,GOOGL,BUY - MARKET,0.01,"$2,666",$26.66,USD,1.14
2022-01-26T17:44:57.253050Z,BABA,BUY - MARKET,0.1,$116.50,$11.65,USD,1.13
2022-01-26T18:00:07.277739Z,,CASH TOP-UP,,,$50,USD,1.13
2022-01-26T18:00:28.996081Z,TM,BUY - MARKET,0.2,$196.85,$39.37,USD,1.13
2022-02-01T06:04:25.605923Z,JPM,DIVIDEND,,,$2.55,USD,1.13
2022-02-01T16:21:21.412157Z,,CASH TOP-UP,,,$100,USD,1.13
2022-02-01T16:22:06.109725Z,TM,BUY - MARKET,0.1,$195.30,$19.53,USD,1.13
2022-02-01T16:27:40.174349Z,SHOP,BUY - MARKET,0.02,$969.50,$19.39,USD,1.13
2022-02-01T16:28:49.227955Z,JPM,BUY - MARKET,0.1,$149.90,$14.99,USD,1.13
2022-02-02T08:27:56.074508Z,,CUSTODY FEE,,,-$1.42,USD,1.13
2022-02-02T20:16:04.922491Z,PYPL,BUY - MARKET,0.2,$131.45,$26.29,USD,1.14
2022-02-02T20:18:13.681156Z,GOOGL,BUY - MARKET,0.01,"$2,981",$29.81,USD,1.14
2022-02-03T15:53:21.234035Z,,CASH TOP-UP,,,$100,USD,1.15
2022-02-03T15:54:17.595244Z,META,BUY - MARKET,0.2,$245,$49,USD,1.15
2022-02-03T15:55:28.766651Z,TM,BUY - MARKET,0.1,$201.50,$20.15,USD,1.15
2022-02-03T15:57:59.770406Z,AMZN,BUY - MARKET,0.01,"$2,818",$28.18,USD,1.15
2022-02-04T16:17:11.105472Z,,CASH TOP-UP,,,$50,USD,1.15
2022-02-04T16:17:33.389654Z,META,BUY - MARKET,0.2,$230.75,$46.15,USD,1.15
2022-02-04T16:18:29.495353Z,,CASH TOP-UP,,,$20,USD,1.15
2022-02-04T16:18:48.468986Z,TM,BUY - MARKET,0.1,$195.40,$19.54,USD,1.15
